average_rating,format,num_pages,publication_year,ratings_count,text_reviews_count,to_read_count,series_binary,author_average_rating
4.29,Paperback,64,1991,16,1,9.0,1,3.85
4.12,Hardcover,339,2006,2107,183,552.0,1,4.0
3.2,Hardcover,336,1992,10,2,126.0,0,3.69
4.2,Hardcover,368,2017,7409,436,2706.0,0,3.98
4.39,Paperback,48,2011,18,6,13.0,1,3.715
3.92,Paperback,162,2014,21,7,49.0,0,4.07
3.67,ebook,448,2011,7,3,21.0,1,3.68
3.52,Hardcover,144,2012,350,88,364.0,0,4.07
4.25,ebook,160,2011,2,1,28.0,0,4.3
4.46,other,160,2012,13,3,2.0,1,3.98
3.96,Paperback,316,1973,30,6,19894.0,0,3.97
4.18,other,684,1985,169,11,6924.0,0,4.12
4.36,other,0,2005,24,4,33.0,1,4.06
3.7,Paperback,512,2008,41,11,2451.0,1,3.71
3.5,Paperback,423,2011,60,12,44.0,1,3.54
4.15,other,476,2012,303,41,4852.0,1,4.14
4.05,Paperback,410,2009,658,73,12179.0,0,4.14
2.67,Paperback,137,1974,31,7,26.0,0,2.73
3.23,Paperback,235,1980,114,13,920.0,0,3.98
3.77,Paperback,165,1980,268,6,531.0,0,3.52
3.65,other,464,1992,3,2,2832.0,0,3.68
4.01,Paperback,178,1983,19,7,2129.0,0,3.99
3.92,Paperback,208,1985,1542,29,318.0,0,3.99
4.02,Paperback,208,1980,2115,42,561.0,1,3.99
4.1,other,490,1985,174,5,71.0,0,3.9933333333333327
3.72,Hardcover,40,2016,276,67,297.0,1,4.08
3.75,Paperback,352,1996,178,8,115.0,1,3.6
3.18,other,272,2000,16,2,12.0,0,3.73
3.86,Paperback,400,2004,823,38,633.0,1,3.85
3.6,Paperback,208,2006,3077,158,2656.0,0,3.89
3.92,Paperback,480,2010,48,6,1716.0,0,3.89
3.8,ebook,528,2010,10,1,648.0,1,3.98
5.0,Paperback,236,2011,2,1,1.0,0,4.0
3.87,Paperback,192,2011,49,8,72.0,0,3.97
4.14,other,183,1977,6,2,13.0,0,3.875
3.8,Paperback,280,2004,563,51,346.0,1,3.81
3.8,Paperback,256,2005,57,12,810.0,0,4.07
3.76,other,688,2010,108,23,26163.0,0,3.99
3.38,Paperback,271,2014,21,4,20.0,0,3.82
2.88,Hardcover,224,1965,7,4,7.0,0,3.27
3.69,Hardcover,487,2010,133,16,2069.0,0,4.0
3.76,Paperback,320,2006,873,64,400.0,1,3.79
4.5,Paperback,172,2009,4,2,7.0,0,4.35
4.5,Paperback,306,2012,18,11,45.0,0,4.46
3.76,Paperback,224,1977,78,13,906.0,0,4.13
3.94,Paperback,150,1988,23,9,295.0,0,3.95
3.78,Paperback,284,1996,216,10,292.0,1,3.68
3.51,Paperback,130,1994,31,4,299.0,1,3.68
3.81,Paperback,120,1997,51,9,220.0,1,3.68
3.6,Paperback,10,1997,5,2,12.0,0,3.99
3.93,Paperback,336,2011,27,5,336.0,0,3.9
3.82,Paperback,280,2000,132,22,87.0,0,4.13
4.0,Paperback,129,2002,2,2,0.0,0,4.0
4.5,Paperback,660,2005,76,9,78.0,0,3.97
4.67,Paperback,188,2009,9,2,6.0,0,4.67
2.0,Paperback,272,2009,1,0,1.0,0,4.0
3.33,Hardcover,45,1995,3,1,4.0,0,3.94
3.66,Hardcover,528,2012,1142,84,764.0,1,3.77
3.9,Hardcover,352,2014,1,1,1732.0,1,3.97
4.16,Hardcover,272,2004,137,21,126.0,0,3.955
4.16,Hardcover,311,2000,3,1,10173.0,0,4.06
4.3,Paperback,152,2008,8,1,53.0,1,3.94
4.0,Paperback,250,2008,4,2,1.0,0,4.67
3.67,Paperback,277,2011,11,3,284.0,1,3.84
5.0,Paperback,156,2011,4,1,14.0,0,3.915
3.59,Paperback,220,2011,33,10,155.0,0,3.9
4.0,Paperback,252,2012,88,2,54.0,0,4.12
3.62,ebook,314,2012,5,2,70.0,1,3.75
3.72,Paperback,124,2012,42,18,256.0,1,3.72
4.23,Paperback,40,2012,64,42,6.0,0,4.186
3.22,Paperback,402,2012,2,1,10.0,0,3.54
3.45,Paperback,428,2012,27,25,39.0,0,3.45
3.23,Paperback,195,2012,11,5,264.0,0,3.23
4.31,Paperback,444,2013,31,20,1753.0,1,4.38
3.5,Paperback,274,2013,17,7,304.0,0,3.5
5.0,other,122,2013,3,1,4.0,0,5.0
4.35,Paperback,499,2014,16,9,73.0,0,4.02
4.0,Paperback,108,2013,6,4,267.0,0,4.0
3.92,Paperback,48,1999,32,5,10.0,0,3.65
4.07,Paperback,480,2003,36,4,85.0,0,3.95
3.93,Paperback,432,2005,1075,80,471.0,1,3.875
4.13,Paperback,416,2005,62,8,29.0,0,4.193333333333333
3.83,Paperback,282,2005,16893,1712,193.0,1,3.77
3.14,Paperback,432,2007,25,6,41.0,0,4.02
4.6,Paperback,176,2010,5,1,2.0,0,4.415
3.6,other,159,1970,124,21,273.0,0,3.94
3.93,Hardcover,360,1996,7,1,432.0,0,3.86
3.93,Paperback,515,2008,85,13,10222.0,1,3.89
3.41,Paperback,256,2005,176,18,10178.0,0,3.66
3.77,Hardcover,400,1998,60,5,2046.0,1,4.16
3.48,Paperback,256,2000,56,6,40.0,1,3.68
4.19,Hardcover,604,1991,2,1,31.0,0,3.61
3.69,Paperback,452,1993,494,6,799.0,1,3.825
3.89,Hardcover,304,1994,38,5,21.0,0,3.6
4.06,Paperback,520,1998,19,3,10082.0,0,4.04
3.78,Paperback,40,1993,197,20,100.0,0,4.35
3.47,Paperback,199,2012,5,3,44.0,1,3.76
4.17,Hardcover,480,1926,45,8,33.0,0,4.15
4.5,Paperback,114,1995,2,1,1.0,0,3.83
3.7,Paperback,395,1992,37,6,467.0,0,3.93
4.16,Paperback,320,2000,556,50,615.0,0,4.08
3.89,Hardcover,32,1998,63,14,57.0,0,3.76
3.83,Paperback,304,1995,20,2,51.0,0,3.71
3.7,Paperback,400,2001,96,11,81.0,0,3.86
3.88,Hardcover,284,1989,7,2,56.0,0,3.615
3.81,Paperback,131,1997,4432,172,2488.0,1,3.855
4.17,Hardcover,32,2000,12,7,4.0,0,3.92
3.6,other,14,2001,5,2,0.0,1,3.88
3.02,Paperback,233,2004,156,19,123.0,1,3.8899999999999997
3.53,Paperback,576,1972,29,4,66.0,0,3.5
4.07,Paperback,383,1971,64,9,831.0,0,4.1
3.84,Paperback,384,1997,34,4,49.0,0,3.79
4.44,Paperback,288,2000,9,1,10.0,0,4.456666666666667
4.25,Paperback,313,2014,397,47,0.0,1,4.09
4.67,Paperback,194,2015,9,1,13.0,0,4.531764705882352
5.0,Paperback,130,2015,1,1,248.0,0,4.23
4.74,Paperback,290,2015,14,11,33.0,1,4.37
4.38,Paperback,325,2015,25,16,633.0,1,4.23
4.83,Paperback,250,2016,6,3,0.0,0,4.42
4.57,other,2,1992,7,1,12.0,0,4.055238095238096
2.75,Paperback,208,1999,4,1,5.0,0,3.0
4.04,Hardcover,272,2007,76,15,7924.0,0,4.04
3.5,Hardcover,320,2013,20,4,14.0,0,3.39
3.87,Paperback,272,2003,23,3,30.0,0,3.89
3.5,Paperback,268,1986,2,1,2.0,0,3.865
3.0,Hardcover,224,2007,4,1,6.0,1,3.33
4.07,Hardcover,302,1999,24,1,316.0,1,4.01
4.12,Paperback,176,2004,24,3,37.0,0,4.29
4.02,Paperback,128,2011,126,9,124.0,0,3.91
4.48,Hardcover,240,2015,106,18,63.0,0,4.35
4.33,Hardcover,128,2015,3,2,6.0,0,4.15
3.71,Paperback,408,2008,178,12,67.0,0,3.71
4.0,Hardcover,237,1964,8,2,483.0,0,3.94
3.59,Hardcover,287,2008,47,10,2202.0,1,3.74
3.62,Hardcover,32,1998,8,1,2.0,0,3.92
4.08,other,72,2012,351,78,223.0,0,4.08
3.89,Hardcover,232,2009,28,5,16.0,0,3.9
5.0,Paperback,304,2007,1,1,1.0,0,3.8
4.67,Paperback,261,2012,6,2,2.0,0,4.56
3.9,Paperback,248,2010,57,13,75.0,0,3.79
3.86,Paperback,425,2000,5,1,7.0,0,3.41
3.08,Hardcover,40,2006,13,3,4.0,0,3.14
3.81,Paperback,48,2009,52,6,33.0,0,3.91
4.32,Paperback,352,2013,309,59,468.0,1,4.19
3.38,Paperback,320,2001,12,3,31.0,0,3.535
4.75,Paperback,128,2004,4,1,0.0,1,4.75
3.86,Paperback,128,2007,7,2,4.0,1,3.56
3.63,Paperback,233,2010,128,18,40.0,1,3.5
3.82,other,0,2007,38,8,2861.0,0,3.82
3.89,Paperback,529,2008,17,5,9100.0,0,3.95
3.95,other,0,2006,10,4,6406.0,1,3.93
4.17,other,0,2006,41,11,14263.0,0,4.15
3.8,other,6,2006,18,2,689.0,1,3.95
3.75,other,7,2008,19,8,686.0,1,4.029999999999999
3.63,other,0,2010,22,4,564.0,0,3.8049999999999997
4.15,Hardcover,755,2004,20,2,22.0,1,3.91
4.39,Hardcover,624,2004,300,23,14491.0,1,4.13
4.8,Hardcover,544,2009,170,17,74.0,0,4.37
3.75,Hardcover,352,2004,122,18,2440.0,0,3.78
4.04,Hardcover,320,2007,142,34,214.0,0,4.05
3.62,ebook,108,2001,71,6,31.0,1,3.94
3.8,Paperback,336,2003,85,4,77.0,1,3.9066666666666663
3.84,Paperback,208,2004,42,5,63.0,0,3.85
3.0,Hardcover,96,2012,1,1,0.0,0,3.6799999999999997
3.28,Paperback,128,2004,22,3,21.0,0,4.1
4.57,Paperback,92,2007,27,1,14.0,1,4.145
3.75,Paperback,533,2000,48,8,1444.0,0,3.75
4.0,Paperback,112,2009,3,1,3.0,0,4.14
4.02,Paperback,218,1999,226,21,415.0,0,3.986666666666667
4.22,Hardcover,416,2015,28,6,15550.0,1,4.17
3.33,Hardcover,96,1996,10,2,5.0,0,3.71
3.96,Hardcover,160,1997,4,1,22.0,0,3.93
4.17,Paperback,344,1997,6169,255,687.0,1,4.08
4.13,Paperback,320,2000,8003,241,1862.0,1,4.13
4.07,Paperback,192,2003,3385,201,3759.0,0,3.89
4.18,Paperback,376,2006,58,5,917.0,1,4.09
3.75,Paperback,562,2009,55,10,658.0,0,3.84
3.69,Paperback,688,2012,13,2,46.0,0,3.7
4.23,Hardcover,256,2010,13,4,8.0,0,4.05
3.42,Paperback,468,2005,44,13,574.0,0,3.23
3.79,Hardcover,432,2008,6435,501,522.0,0,3.89
3.6,Paperback,436,2007,30,7,1143.0,1,3.75
3.81,Paperback,336,2007,111,14,1398.0,1,3.86
0.0,Hardcover,48,2005,0,1,0.0,0,3.67
4.1,Hardcover,72,2005,55,9,64.0,0,4.085
5.0,Paperback,48,2010,4,1,9.0,0,3.67
3.92,Hardcover,72,2010,100,8,45.0,0,4.053333333333334
3.89,Hardcover,226,2003,8,2,571.0,1,3.99
3.29,Paperback,304,2004,244,22,623.0,0,3.24
3.78,Paperback,368,2004,8,2,10.0,0,3.78
3.68,Paperback,336,2005,69,4,30.0,0,3.78
3.81,Paperback,112,2004,237,11,161.0,1,3.83
3.35,Paperback,320,2006,1645,225,269.0,1,3.38
3.42,Paperback,287,2007,42,8,1096.0,1,3.66
4.11,Paperback,352,2014,9,3,1610.0,1,4.03
3.82,ebook,288,2012,7,3,817.0,1,3.78
4.07,Paperback,192,2008,65,2,72.0,1,4.04
4.15,ebook,0,2001,8,3,22921.0,0,4.04
3.9,Hardcover,256,2009,52,7,38.0,1,3.925
3.91,Paperback,336,2005,22,5,16.0,0,3.91
4.02,Paperback,272,2012,281,15,223.0,0,4.0
3.62,Hardcover,40,2012,5,3,9.0,0,3.84
3.42,Paperback,176,2007,5,1,28.0,0,3.41
3.64,Paperback,512,2014,127,34,408.0,0,3.7666666666666675
4.44,Hardcover,112,2014,39,7,19.0,0,4.3
3.72,Hardcover,48,1999,14,4,79.0,0,4.13
3.75,Hardcover,32,2005,16,5,3.0,0,4.23
3.87,Paperback,144,2007,152,29,139.0,0,3.56
3.59,Hardcover,64,2011,48,22,180.0,0,3.93
3.49,Hardcover,40,2012,177,49,64.0,0,3.86
3.54,other,14,2014,26,6,8.0,0,3.77
3.74,Paperback,427,2013,61,37,362.0,0,3.33
4.28,Paperback,348,2017,702,207,1059.0,1,4.25
4.67,Hardcover,26,1997,9,2,3.0,0,3.83
3.74,Hardcover,320,2003,23,6,11.0,0,3.57
3.55,Hardcover,398,2002,23,7,1294.0,1,3.78
3.6,Hardcover,336,2002,10,2,30.0,1,3.97
4.12,Paperback,912,2014,38,8,869.0,1,4.11
4.09,other,416,2008,133,11,722.0,1,3.98
3.56,Hardcover,364,2015,138,45,6554.0,1,3.61
3.79,Hardcover,368,2005,54,6,173.0,0,3.9
3.86,ebook,288,2006,33,5,10254.0,0,3.83
3.53,Paperback,256,2007,139,29,192.0,0,3.46
3.43,Hardcover,368,2004,21,9,13.0,0,3.65
3.79,Hardcover,333,1996,65,4,1164.0,1,3.82
3.38,Paperback,180,2009,20,5,60.0,0,3.32
4.31,other,64,1983,6,1,37.0,0,3.88
4.22,Hardcover,20,2002,426,22,8202.0,0,4.09
3.72,Paperback,368,2013,372,46,143.0,0,4.02
3.82,Paperback,400,2014,621,96,677.0,1,3.93
4.07,Paperback,336,2014,844,78,140.0,1,4.12
3.67,Paperback,377,2006,72,8,98.0,0,3.7
3.7,Hardcover,405,2010,907,153,2043.0,1,3.63
3.97,Paperback,384,2010,1308,158,265.0,0,4.03
4.11,Paperback,400,2010,108,8,1345.0,1,4.12
4.2,Paperback,256,2004,5,2,20.0,0,4.13
4.02,Paperback,160,2002,591,14,111.0,1,4.210000000000001
3.84,Paperback,208,2002,809,22,360.0,1,4.11
4.04,Paperback,136,2005,222,15,85.0,1,3.8499999999999996
3.31,Hardcover,160,2011,67,8,22.0,0,3.825
3.08,Hardcover,128,2011,64,9,36.0,0,3.57
3.24,Paperback,128,2015,37,6,136.0,1,3.8600000000000003
3.57,Hardcover,112,2015,157,21,56.0,1,3.895
3.12,Paperback,112,2015,152,28,1.0,1,3.6500000000000004
3.74,Hardcover,119,1994,1,1,205.0,0,3.925
3.51,other,429,2004,93,9,129.0,0,3.68
4.07,Paperback,406,2010,819,88,901.0,0,4.04
3.97,Hardcover,655,2005,12,3,28886.0,1,3.83
2.67,Paperback,269,2014,3,2,7.0,0,2.67
4.09,Hardcover,32,2006,174,12,50.0,1,4.1899999999999995
3.43,Hardcover,112,2001,75,8,76.0,0,3.51
3.83,Paperback,374,1996,54,2,516.0,1,3.78
3.58,Paperback,336,2003,12,2,11.0,0,3.725
2.75,Paperback,194,2006,4,1,2.0,0,3.57
4.43,Paperback,286,2008,12,3,82.0,0,4.4
3.5,Paperback,64,1997,4,1,1.0,0,3.75
3.29,other,10,2010,7,2,3.0,0,4.02
3.0,Paperback,93,2008,6,2,2.0,0,3.42
3.64,Paperback,136,2011,11,5,12.0,0,3.68
4.0,Paperback,320,1992,96,2,59.0,1,4.01
3.87,Paperback,119,2005,29,6,17.0,1,3.87
3.36,Paperback,222,2005,8,3,8.0,0,3.46
3.83,Paperback,247,2014,17,2,88.0,0,3.83
4.0,Paperback,240,1999,17,2,26.0,0,3.92
3.84,Paperback,301,1976,13,1,249.0,0,3.79
4.0,Paperback,272,1998,242,22,707.0,0,3.94
4.02,Hardcover,416,2014,32,7,1517.0,1,3.92
3.62,Hardcover,224,2017,54,21,85.0,0,3.83
3.86,Paperback,224,1993,66,6,25.0,0,3.79
4.0,Hardcover,236,1996,1,1,5.0,0,4.13
3.62,Hardcover,288,2010,12,6,73.0,1,3.74
3.87,other,592,1992,221,15,260.0,0,4.0
4.0,Hardcover,96,2003,9,2,18.0,0,3.73
4.24,Paperback,618,2000,62,11,5.0,0,4.135
3.88,Paperback,308,1991,14,3,14.0,0,3.72
4.17,Hardcover,10,1992,6,1,2.0,0,4.36
4.04,Hardcover,32,1997,43,8,17.0,0,3.875
3.06,Paperback,384,2016,305,64,12443.0,1,3.86
3.93,ebook,352,2014,242,27,156.0,1,4.14
2.97,Paperback,400,2014,6,4,186.0,0,3.86
3.99,Paperback,984,2005,109,6,206.0,0,3.91
3.84,Paperback,316,1967,4,1,1950.0,0,4.1
3.17,Hardcover,48,2000,12,4,1.0,0,3.19
3.62,Hardcover,320,2003,18,4,308.0,0,3.29
3.79,Paperback,176,1995,495,41,244.0,0,3.865
4.0,Hardcover,304,2005,2,1,6.0,0,4.0
3.66,Paperback,288,1997,43,1,71.0,0,3.85
4.2,other,0,2002,86,6,308.0,1,4.135
3.95,Hardcover,32,2009,75,19,48.0,0,4.03
3.68,Hardcover,32,2009,90,18,48.0,1,3.855
4.33,other,350,1992,2,1,5.0,0,4.2
3.57,Paperback,96,2000,14,2,15.0,0,4.24
3.64,Hardcover,128,2004,10,2,7.0,0,3.88
3.91,Hardcover,80,2010,3270,376,1885.0,0,3.71
3.0,Paperback,88,1992,3,2,1.0,0,3.0
3.79,Paperback,132,2012,14,1,18.0,0,3.81
3.5,Hardcover,201,1997,10,1,8.0,0,3.84
4.0,Paperback,276,2006,9,4,6.0,0,4.0
4.27,Hardcover,48,2007,26,5,29.0,0,3.92
5.0,Hardcover,464,2014,2,1,5.0,0,4.09
4.07,Paperback,256,2016,12,2,30.0,0,4.09
3.77,Hardcover,64,2008,13,3,22.0,0,4.06
3.96,Paperback,160,2010,53,3,125.0,0,3.86
4.2,Hardcover,300,2015,13,3,29.0,0,4.31
3.64,Hardcover,224,2004,9,1,2.0,0,3.8899999999999997
3.0,Paperback,352,1991,3,3,4.0,0,2.93
3.94,Paperback,112,2007,15,2,12.0,0,3.82
4.07,Paperback,344,2012,15,2,14.0,0,4.06
3.68,Hardcover,32,2008,25,10,12.0,0,3.77
3.58,Hardcover,80,2016,52,16,27.0,0,3.73
4.32,Paperback,138,2008,50,5,18.0,1,4.41
3.88,Hardcover,256,2001,15,3,34.0,0,3.95
4.17,Paperback,432,2006,12,2,40.0,0,4.31
4.0,Paperback,760,1993,4,1,15.0,0,4.0
4.6,Paperback,278,1995,5,1,5.0,0,4.56
4.53,Hardcover,191,2013,174,31,154.0,0,4.17
3.85,Paperback,527,2012,10,5,47.0,0,3.85
5.0,Paperback,277,1999,4,1,3.0,0,5.0
3.78,Paperback,338,2006,2037,110,326.0,1,3.93
4.0,Hardcover,288,2017,5,2,20.0,0,4.0
3.9,Hardcover,32,1997,40,11,17.0,1,4.27
3.28,ebook,46,2010,74,17,46.0,0,3.68
3.75,ebook,128,2012,325,21,165.0,1,3.62
3.69,Paperback,400,2011,17,3,1783.0,0,3.69
3.51,Paperback,373,2016,32,9,5077.0,0,3.64
4.6,Paperback,272,1990,55,6,50.0,0,4.32
3.8,Hardcover,32,2009,19,4,25.0,0,3.96
3.17,Paperback,24,1993,6,1,2.0,0,3.9
4.0,Paperback,107,2009,5,2,8.0,0,4.21
4.12,Paperback,448,2002,47,5,71.0,0,3.9699999999999998
3.0,Paperback,1180,1999,0,1,1.0,0,3.78
4.22,Paperback,296,2002,92,12,149.0,0,4.09
4.05,Hardcover,560,2005,15,2,2300.0,0,4.05
4.5,Paperback,96,2017,12,4,44.0,0,4.18
4.67,Hardcover,666,2009,3,1,11.0,0,3.94
4.05,Hardcover,288,2007,24,4,58.0,0,3.99
3.71,Paperback,159,1993,23,4,38.0,0,3.93
3.85,Paperback,309,2013,19,7,343.0,0,3.79
3.39,other,158,1983,33,4,34.0,1,3.55
4.43,Paperback,140,1999,159,7,204.0,0,4.273333333333333
4.0,Paperback,146,2011,3,2,2.0,0,4.44
4.0,Hardcover,256,1988,5,1,16.0,0,3.5
3.9,Hardcover,224,2008,20,5,43.0,0,3.9
4.11,Paperback,48,1978,38,2,12.0,0,4.11
4.02,Paperback,458,1992,13536,178,1101.0,1,4.0
3.67,other,464,1997,878,32,195.0,1,3.98
4.22,Paperback,128,2005,23,2,52.0,0,4.06
3.4,Paperback,155,2001,35,3,11.0,0,3.72
3.78,Paperback,64,2006,8,1,1.0,0,3.855
5.0,Hardcover,260,2014,5,3,191.0,0,3.98
4.0,Paperback,128,1999,9,2,3.0,0,4.21
5.0,Paperback,160,1997,1,1,8.0,0,4.415
3.73,Paperback,206,2001,16,4,35.0,0,3.755
4.4,Paperback,192,1990,333,25,558.0,0,4.11
3.8,Hardcover,304,1986,75,7,2650.0,0,4.05
4.75,Hardcover,247,1997,4,3,0.0,0,4.86
3.7,Paperback,452,2000,8,1,27.0,0,3.975
3.53,Paperback,200,1997,44,7,132.0,1,3.835
4.04,Hardcover,205,1999,66,9,1327.0,0,4.02
4.65,Hardcover,751,1996,46,5,45.0,0,4.51
4.36,other,7,1993,33,2,133.0,0,4.01
4.2,Hardcover,128,1993,131,9,327.0,0,4.26
4.0,Hardcover,32,2009,13,5,5.0,0,4.1066666666666665
3.3,Hardcover,276,1979,10,3,12.0,0,3.58
4.0,Hardcover,371,2005,5,2,7.0,0,4.0
3.71,Paperback,128,1989,24,3,29.0,0,3.7800000000000002
3.67,Paperback,263,2010,5,2,1.0,0,3.78
4.5,Paperback,128,2016,2,1,0.0,0,4.67
4.35,Paperback,132,1990,20,6,10.0,0,4.26
3.5,Paperback,128,2015,2,1,3.0,0,4.06
4.32,Paperback,168,1997,7860,367,1925.0,1,4.25
4.45,Hardcover,802,1997,8,1,11.0,0,4.22
3.62,Paperback,208,2008,64,3,69.0,0,3.64
4.29,Paperback,607,2005,69,6,45.0,0,3.96
3.41,Hardcover,160,2008,1,1,10.0,0,3.77
2.92,Paperback,300,2008,13,2,9.0,0,3.8
4.75,Paperback,374,2009,4,2,0.0,0,4.33
3.9,Paperback,220,2009,14,4,141.0,0,3.81
3.75,Paperback,268,2010,15,4,222.0,0,4.01
4.0,Paperback,132,2011,3,1,,0,4.24
3.75,Paperback,138,2010,2,1,26.0,0,3.5
3.75,Paperback,372,2012,4,5,5.0,0,3.51
3.51,Paperback,485,2012,1898,367,7497.0,1,3.8850000000000002
4.36,Hardcover,285,2016,12,5,34.0,0,4.02
3.77,Paperback,330,2012,10,9,10.0,0,3.775
3.17,Paperback,148,2016,6,6,1.0,0,3.46
3.55,Paperback,214,2000,139,20,247.0,0,4.04
4.13,Paperback,192,2003,409,49,1098.0,0,4.3
3.58,Paperback,288,2001,57,3,39.0,0,3.675
3.83,other,201,2001,66,4,37.0,0,3.78
4.5,Paperback,396,2004,6,2,28.0,0,3.83
4.16,Hardcover,576,2006,21,2,12.0,0,4.14
4.05,Paperback,96,2003,19,2,20.0,0,3.86
4.84,Hardcover,573,1991,37,6,7.0,0,4.84
0.0,Hardcover,28,2007,0,1,2.0,0,4.449999999999999
4.01,Paperback,198,2004,111,8,2076.0,0,4.07
3.19,Paperback,286,2005,20,4,7.0,0,3.41
4.75,Paperback,54,2016,4,2,3.0,0,4.75
2.67,Paperback,332,2005,3,2,2.0,0,3.83
4.02,Paperback,139,2009,120,8,106.0,0,4.08
4.6,Paperback,160,2010,5,3,5.0,0,4.3933333333333335
4.53,Paperback,80,2012,47,6,39.0,0,4.56
4.3,Paperback,128,2009,195,5,30.0,1,4.205
3.64,Paperback,176,2012,9,4,9.0,0,3.8
3.24,Paperback,214,2011,35,9,203.0,0,3.27
3.84,Paperback,412,2013,131,53,553.0,0,3.92
3.51,Paperback,248,2012,35,6,23.0,0,3.51
4.33,Paperback,144,2014,6,1,5.0,0,3.96
4.0,Paperback,56,2013,1,1,2.0,0,4.0
2.5,ebook,40,2016,2,1,,0,3.75
3.13,Paperback,560,2009,23,4,484.0,0,3.605
4.19,Paperback,236,2011,16,9,98.0,0,4.06
4.44,Paperback,138,2013,9,1,250.0,0,4.55
3.64,ebook,180,2013,10,9,279.0,1,3.76
4.18,other,408,2013,8,5,796.0,1,4.16
4.3,other,372,2012,1,1,164.0,0,4.38
3.68,Paperback,158,2013,955,177,3669.0,1,3.88
3.81,Paperback,276,2010,8,6,203.0,0,4.04
3.71,Paperback,190,2012,217,30,400.0,0,3.72
3.89,Paperback,500,2011,40,7,51.0,0,3.89
3.0,Paperback,60,2015,1,1,2.0,0,3.0
4.33,ebook,20,2013,4,3,7.0,0,3.72
3.76,Paperback,361,2015,4,2,357.0,1,3.77
3.86,Paperback,202,2013,4,2,241.0,1,3.82
4.43,Paperback,34,2013,4,1,88.0,0,3.74
4.4,Hardcover,32,2015,20,5,23.0,0,4.159999999999999
3.64,Paperback,326,2014,568,185,5292.0,1,3.78
4.34,ebook,330,2015,1451,136,1614.0,1,4.28
4.48,Paperback,234,2015,24,20,256.0,0,4.39
3.25,Paperback,134,2015,3,2,354.0,0,3.44
4.15,ebook,190,2015,51,12,593.0,1,4.07
3.97,ebook,320,2014,305,45,376.0,1,3.95
4.16,Paperback,371,2014,56,40,476.0,1,3.95
3.82,Paperback,213,2014,7,5,12.0,0,3.94
4.12,Paperback,330,2013,11,8,489.0,0,4.18
4.12,Paperback,358,2014,126,34,2643.0,1,4.08
4.71,Paperback,28,2016,12,11,4.0,0,4.63
3.56,Paperback,362,2015,18,10,579.0,0,3.56
4.21,Paperback,312,2015,5,4,226.0,0,4.27
4.11,Paperback,488,2015,3,1,1871.0,1,4.17
4.45,ebook,284,2016,85,41,150.0,1,4.29
4.31,Paperback,200,2015,26,21,259.0,0,4.47
4.0,Hardcover,136,2016,51,20,11.0,0,4.0
4.35,ebook,330,2009,553,90,60564.0,1,4.27
4.06,ebook,192,2007,2,1,338.0,0,3.97
3.86,ebook,192,2011,9,2,876.0,0,3.91
3.97,ebook,240,2011,26,7,1905.0,1,3.97
4.08,ebook,304,2011,21,6,1832.0,1,3.87
3.85,ebook,352,2011,16,3,455.0,0,3.91
4.59,ebook,1856,2012,148,2,136.0,1,3.92
3.52,Hardcover,278,2017,1344,258,4450.0,0,3.54
3.84,other,18,2015,11,5,2557.0,1,3.89
3.75,other,12,2015,61,20,178.0,0,4.11
3.87,Hardcover,232,2016,41,13,1376.0,0,3.78
3.76,Hardcover,240,2015,142,32,579.0,0,3.97
3.72,Paperback,296,2012,221,64,18554.0,1,3.84
4.02,Hardcover,160,2015,34,8,50.0,1,4.053333333333334
3.15,Paperback,208,2013,15,3,693.0,0,3.46
3.95,Hardcover,495,2015,199,66,6439.0,0,4.06
4.23,Hardcover,288,2013,869,178,889.0,0,4.235
3.59,Hardcover,277,2016,41,7,454.0,1,4.035
4.53,Paperback,496,2016,36,14,1375.0,1,4.28
3.8,Hardcover,256,2017,1225,358,6132.0,0,3.81
4.33,ebook,375,2014,2,1,1.0,0,4.0
4.02,ebook,624,2010,1,1,955.0,0,3.96
4.82,Paperback,103,2014,2,2,10.0,0,3.94
4.25,Paperback,249,2013,7,3,10.0,0,4.196
4.19,other,222,2013,101,36,68.0,0,4.19
5.0,ebook,84,2013,3,2,4.0,0,4.545
3.59,ebook,198,2012,92,10,74.0,1,3.81
3.73,Hardcover,136,2017,471,68,242.0,1,4.117500000000001
4.33,ebook,83,2014,13,6,25.0,0,4.19
3.33,ebook,8,2014,10,6,27.0,0,3.5
4.0,Paperback,284,2014,2,2,,0,4.64
4.07,Paperback,420,2016,14,3,61.0,0,4.173333333333333
3.62,Hardcover,384,2007,22338,3312,3317.0,0,3.79
3.75,ebook,352,2013,35,4,171.0,0,3.62
3.46,Paperback,128,2003,73,13,49.0,1,3.8587499999999997
4.33,Paperback,162,2006,18,3,1.0,1,4.28
3.3,Paperback,208,2007,63,13,43.0,0,3.8049999999999997
3.59,Paperback,208,2007,61,5,23.0,1,3.9
4.25,Paperback,176,2009,108,3,2.0,1,4.145999999999999
4.19,Paperback,264,2015,57,7,31.0,1,3.87
3.77,Paperback,160,2016,406,74,213.0,1,3.8074999999999997
3.6,Hardcover,144,2009,157,35,99.0,0,3.79
4.31,Paperback,157,2013,1,1,108.0,0,4.29
3.29,Paperback,256,2010,15,3,418.0,0,3.7
3.15,Paperback,158,2007,8,4,7.0,0,3.85
3.7,Paperback,448,2009,9,2,1304.0,1,4.67
